year,state_fips,state_abbr,state_name,county_fips,county_name,county_id,n1,n2,a00100,a00200,a00600,a00300
1989,01,AL,Alabama,001,AUTAUGA,01001,13674,31869,33300,279230,3115,13269
1989,01,AL,Alabama,003,BALDWIN,01003,39202,86819,95730,673040,24108,82778
1989,01,AL,Alabama,005,BARBOUR,01005,9367,21385,193510,153190,2729,12946
1989,01,AL,Alabama,007,BIBB,01007,6347,15087,129680,107400,924,5794
1989,01,AL,Alabama,009,BLOUNT,01009,13270,31010,294430,241690,1984,14595
1989,01,AL,Alabama,011,BULLOCK,01011,4015,9039,63360,49490,1005,4719
1989,01,AL,Alabama,013,BUTLER,01013,7841,18300,147040,114700,1819,8886
1989,01,AL,Alabama,015,CALHOUN,01015,47227,106454,1060000,849130,13569,56002
1989,01,AL,Alabama,017,CHAMBERS,01017,15493,34218,345710,285090,3576,16874
1989,01,AL,Alabama,019,CHEROKEE,01019,7085,15857,148530,117810,974,9155
1989,01,AL,Alabama,021,CHILTON,01021,11207,26180,236240,194260,1623,12484
1989,01,AL,Alabama,023,CHOCTAW,01023,5619,13408,133040,107330,704,7664
1989,01,AL,Alabama,025,CLARKE,01025,9867,23936,228320,181830,2928,14887
1989,01,AL,Alabama,027,CLAY,01027,5001,11444,100570,78970,807,5955
1989,01,AL,Alabama,029,CLEBURNE,01029,4589,10635,92590,79030,479,4927
1989,01,AL,Alabama,031,COFFEE,01031,16104,36135,389600,301600,5582,23591
1989,01,AL,Alabama,033,COLBERT,01033,20936,46358,476250,372210,4202,28969
1989,01,AL,Alabama,035,CONECUH,01035,5038,11758,92970,75350,1575,5889
1989,01,AL,Alabama,037,COOSA,01037,4440,10040,85860,73880,370,4006
1989,01,AL,Alabama,039,COVINGTON,01039,14090,31533,275010,213440,2898,21969
1989,01,AL,Alabama,041,CRENSHAW,01041,5114,11348,93300,73630,1091,6001
1989,01,AL,Alabama,043,CULLMAN,01043,25050,57351,552080,445530,4620,34275
1989,01,AL,Alabama,045,DALE,01045,19381,44477,420680,347570,2315,17922
1989,01,AL,Alabama,047,DALLAS,01047,18261,43220,361880,276250,7902,23482
1989,01,AL,Alabama,049,DE KALB,01049,21363,48192,424670,355600,3700,22535
1989,01,AL,Alabama,051,ELMORE,01051,18962,43726,445540,365700,3610,20877
1989,01,AL,Alabama,053,ESCAMBIA,01053,13035,30139,289210,213090,4390,19149
1989,01,AL,Alabama,055,ETOWAH,01055,40476,90410,910790,725630,11155,56930
1989,01,AL,Alabama,057,FAYETTE,01057,6499,15079,137110,112320,1213,10492
1989,01,AL,Alabama,059,FRANKLIN,01059,10981,25129,219510,173590,2895,14366
1989,01,AL,Alabama,061,GENEVA,01061,9064,20555,179640,143670,1737,11403
1989,01,AL,Alabama,063,GREENE,01063,3356,8228,54640,43350,1049,3141
1989,01,AL,Alabama,065,HALE,01065,5865,14239,96720,80100,944,5209
1989,01,AL,Alabama,067,HENRY,01067,6116,13599,129670,99950,928,9215
1989,01,AL,Alabama,069,HOUSTON,01069,33542,74455,896230,682050,12454,57259
1989,01,AL,Alabama,071,JACKSON,01071,19404,44409,408220,343280,2961,21140
1989,01,AL,Alabama,073,JEFFERSON,01073,280147,599798,7994300,6143600,207931,550130
1989,01,AL,Alabama,075,LAMAR,01075,6366,14670,125450,105400,811,8736
1989,01,AL,Alabama,077,LAUDERDALE,01077,32618,71642,840480,631810,9822,58402
1989,01,AL,Alabama,079,LAWRENCE,01079,10707,25296,233500,201400,1031,9456
1989,01,AL,Alabama,081,LEE,01081,32484,68892,793340,635630,12612,41737
1989,01,AL,Alabama,083,LIMESTONE,01083,20753,47294,527490,438380,4035,25013
1989,01,AL,Alabama,085,LOWNDES,01085,4389,10751,68750,54920,683,4120
1989,01,AL,Alabama,087,MACON,01087,8318,18197,143490,116720,1041,6767
1989,01,AL,Alabama,089,MADISON,01089,105884,226603,3266910,2641880,39838,160251
1989,01,AL,Alabama,091,MARENGO,01091,7893,19047,178990,142650,3826,10696
1989,01,AL,Alabama,093,MARION,01093,10346,23510,206710,167390,1206,14072
1989,01,AL,Alabama,095,MARSHALL,01095,28994,64240,640210,514030,5776,37250
1989,01,AL,Alabama,097,MOBILE,01097,143043,321528,3504280,2718720,61553,209224
1989,01,AL,Alabama,099,MONROE,01099,8873,21481,200200,161990,1747,10381
1989,01,AL,Alabama,101,MONTGOMERY,01101,88951,191920,2364390,1783550,62696,171423
1989,01,AL,Alabama,103,MORGAN,01103,42329,95592,1139060,932830,12589,56834
1989,01,AL,Alabama,105,PERRY,01105,4026,9687,58650,46910,931,4203
1989,01,AL,Alabama,107,PICKENS,01107,7431,17549,143330,115560,997,9535
1989,01,AL,Alabama,109,PIKE,01109,10073,22050,207600,161050,3211,15896
1989,01,AL,Alabama,111,RANDOLPH,01111,7676,17483,152400,126550,1529,9448
1989,01,AL,Alabama,113,RUSSELL,01113,19456,42936,403640,340340,2718,16216
1989,01,AL,Alabama,115,ST. CLAIR,01115,17789,41436,414330,342620,2680,19669
1989,01,AL,Alabama,117,SHELBY,01117,31969,74291,1028570,841580,14439,51754
1989,01,AL,Alabama,119,SUMTER,01119,5055,11803,93870,72740,938,5457
1989,01,AL,Alabama,121,TALLADEGA,01121,27865,64407,606890,502780,6063,28245
1989,01,AL,Alabama,123,TALLAPOOSA,01123,16308,36048,365620,294780,8067,22143
1989,01,AL,Alabama,125,TUSCALOOSA,01125,54219,118604,1393440,1091100,21520,86524
1989,01,AL,Alabama,127,WALKER,01127,25636,59238,587050,473020,6503,37936
1989,01,AL,Alabama,129,WASHINGTON,01129,5754,14386,125770,103520,1286,5692
1989,01,AL,Alabama,131,WILCOX,01131,4174,10805,75740,60070,1137,4860
1989,01,AL,Alabama,133,WINSTON,01133,8778,19864,167030,132210,924,11230
1989,02,AK,Alaska,013,ALEUTIANS EAS,02013,630,1383,21550,9660,198,828
1989,02,AK,Alaska,016,ALEUTIANS WES,02016,1920,4032,56740,51070,362,784
1989,02,AK,Alaska,020,ANCHORAGE BOR,02020,99974,203668,3570010,2872020,49557,131612
1989,02,AK,Alaska,050,BETHEL,02050,4538,10795,86940,75200,1141,1452
1989,02,AK,Alaska,060,BRISTOL BAY B,02060,533,1096,16860,12520,175,438
1989,02,AK,Alaska,070,DILLINGHAM,02070,1552,3597,36250,24090,644,1296
1989,02,AK,Alaska,090,FAIRBANKS NOR,02090,32765,71246,1005550,825600,12281,36598
1989,02,AK,Alaska,100,HAINES BOROUG,02100,1048,2139,29960,17660,695,1871
1989,02,AK,Alaska,110,JUNEAU BOROUG,02110,13050,25713,458970,349910,8741,22850
1989,02,AK,Alaska,122,KENAI PENINSU,02122,17619,38186,611910,419290,6782,25674
1989,02,AK,Alaska,130,KETCHIKAN GAT,02130,6627,13602,231120,170460,3172,10641
1989,02,AK,Alaska,150,KODIAK ISLAND,02150,5789,12419,203870,124710,2510,7439
1989,02,AK,Alaska,164,LAKE AND PENI,02164,486,1144,12300,6110,213,392
1989,02,AK,Alaska,170,MATANUSKA-SUS,02170,14899,34342,474950,370140,4560,17995
1989,02,AK,Alaska,180,NOME,02180,2969,6588,69290,58910,732,1391
1989,02,AK,Alaska,185,NORTH SLOPE B,02185,2297,5206,85200,77230,726,846
1989,02,AK,Alaska,188,NORTHWEST ARC,02188,2145,5096,51950,45120,1363,776
1989,02,AK,Alaska,201,PRINCE OF WAL,02201,2144,4690,56780,46170,1055,1782
1989,02,AK,Alaska,220,SITKA BOROUGH,02220,3992,8346,128500,90680,2186,6107
1989,02,AK,Alaska,231,SKAGWAY-YAKUT,02231,1672,3570,44610,31330,930,1993
1989,02,AK,Alaska,240,SOUTHEAST FAI,02240,2059,4732,52300,42570,697,1780
1989,02,AK,Alaska,261,VALDEZ-CORDOV,02261,4372,8891,193300,122030,1883,5635
1989,02,AK,Alaska,270,WADE HAMPTON,02270,1588,4236,24730,20100,292,369
1989,02,AK,Alaska,280,WRANGELL-PETE,02280,3207,6686,98200,58850,3346,5879
1989,02,AK,Alaska,290,YUKON-KOYUKUK,02290,3290,7183,80090,67190,1067,2165
1989,04,AZ,Arizona,001,APACHE,04001,18946,59812,335770,304210,1225,9143
1989,04,AZ,Arizona,003,COCHISE,04003,35573,84894,794850,603010,14171,53829
1989,04,AZ,Arizona,005,COCONINO,04005,36267,83292,858460,663900,22214,57947
1989,04,AZ,Arizona,007,GILA,04007,15023,35436,320970,227290,5533,32940
1989,04,AZ,Arizona,009,GRAHAM,04009,6912,18708,138950,106530,1770,11210
1989,04,AZ,Arizona,011,GREENLEE,04011,2777,7665,69190,59810,599,2673
1989,04,AZ,Arizona,012,LA PAZ,04012,5006,11990,95180,70590,942,8282
1989,04,AZ,Arizona,013,MARICOPA,04013,879998,1860798,25512330,19290230,688283,2255712
1989,04,AZ,Arizona,015,MOHAVE,04015,38565,80248,860960,555290,12851,86070
1989,04,AZ,Arizona,017,NAVAJO,04017,22160,61382,458090,380450,3497,24790
1989,04,AZ,Arizona,019,PIMA,04019,267541,554261,7036890,5032810,235340,702081
1989,04,AZ,Arizona,021,PINAL,04021,37915,92350,794750,632460,9053,65294
1989,04,AZ,Arizona,023,SANTA CRUZ,04023,12312,33318,242350,176400,6647,17801
1989,04,AZ,Arizona,025,YAVAPAI,04025,42042,88430,990010,538310,44715,147496
1989,04,AZ,Arizona,027,YUMA,04027,44187,119683,884570,676670,9452,54909
1989,05,AR,Arkansas,001,ARKANSAS,05001,8804,19742,200130,130160,2749,18197
1989,05,AR,Arkansas,003,ASHLEY,05003,8910,21452,203890,169320,1912,10884
1989,05,AR,Arkansas,005,BAXTER,05005,13060,27274,273010,147350,11348,43090
1989,05,AR,Arkansas,007,BENTON,05007,41091,90092,995640,679860,31582,96247
1989,05,AR,Arkansas,009,BOONE,05009,11643,25603,240820,172630,3264,24109
1989,05,AR,Arkansas,011,BRADLEY,05011,4281,9854,85090,65860,965,6708
1989,05,AR,Arkansas,013,CALHOUN,05013,1885,4319,39240,30460,184,1991
1989,05,AR,Arkansas,015,CARROLL,05015,7982,16702,144770,91750,2970,17505
1989,05,AR,Arkansas,017,CHICOT,05017,5070,12170,80530,60590,940,7233
1989,05,AR,Arkansas,019,CLARK,05019,7689,16958,151690,111950,1644,15018
1989,05,AR,Arkansas,021,CLAY,05021,6778,15026,126940,84160,1104,11960
1989,05,AR,Arkansas,023,CLEBURNE,05023,7305,16125,146190,93030,3372,16738
1989,05,AR,Arkansas,025,CLEVELAND,05025,2739,6468,53560,45040,448,3120
1989,05,AR,Arkansas,027,COLUMBIA,05027,9506,21977,214180,156340,3431,20958
1989,05,AR,Arkansas,029,CONWAY,05029,7049,16093,135650,107680,1111,9830
1989,05,AR,Arkansas,031,CRAIGHEAD,05031,26371,57591,623850,467310,6417,38914
1989,05,AR,Arkansas,033,CRAWFORD,05033,16323,38310,330660,270880,1454,17128
1989,05,AR,Arkansas,035,CRITTENDEN,05035,18665,43875,380660,308920,3605,16012
1989,05,AR,Arkansas,037,CROSS,05037,7027,16712,135740,101890,1289,10113
1989,05,AR,Arkansas,039,DALLAS,05039,3631,8429,73950,56370,703,4993
1989,05,AR,Arkansas,041,DESHA,05041,6051,14765,118800,85860,1314,8195
1989,05,AR,Arkansas,043,DREW,05043,6156,14394,125010,100960,1861,7192
1989,05,AR,Arkansas,045,FAULKNER,05045,22174,50187,508420,409630,5199,27192
1989,05,AR,Arkansas,047,FRANKLIN,05047,5633,12912,107330,80710,864,9089
1989,05,AR,Arkansas,049,FULTON,05049,3464,7879,56670,36990,940,6134
1989,05,AR,Arkansas,051,GARLAND,05051,31094,64331,703430,422250,29545,90185
1989,05,AR,Arkansas,053,GRANT,05053,5121,11959,119090,99500,433,5505
1989,05,AR,Arkansas,055,GREENE,05055,11812,26779,243170,178740,2683,15903
1989,05,AR,Arkansas,057,HEMPSTEAD,05057,8251,18576,148350,115220,1885,11320
1989,05,AR,Arkansas,059,HOT SPRING,05059,9723,21970,188960,144830,2037,14139
1989,05,AR,Arkansas,061,HOWARD,05061,5658,13004,101300,80600,683,8380
1989,05,AR,Arkansas,063,INDEPENDENCE,05063,12009,27560,256790,200620,2377,18655
1989,05,AR,Arkansas,065,IZARD,05065,4164,9168,71520,47280,1777,8695
1989,05,AR,Arkansas,067,JACKSON,05067,6775,15131,128560,95160,1175,10266
1989,05,AR,Arkansas,069,JEFFERSON,05069,32382,74299,749170,591010,9858,53441
1989,05,AR,Arkansas,071,JOHNSON,05071,6692,15210,123400,91170,1250,11489
1989,05,AR,Arkansas,073,LAFAYETTE,05073,3093,7222,54660,39440,534,4778
1989,05,AR,Arkansas,075,LAWRENCE,05075,6645,15085,118960,82590,1105,10510
1989,05,AR,Arkansas,077,LEE,05077,3659,9126,61850,42230,777,4915
1989,05,AR,Arkansas,079,LINCOLN,05079,3615,8916,67160,54400,335,4037
1989,05,AR,Arkansas,081,LITTLE RIVER,05081,5352,12514,112860,96710,566,6348
1989,05,AR,Arkansas,083,LOGAN,05083,7662,17604,136430,103320,1090,11094
1989,05,AR,Arkansas,085,LONOKE,05085,15142,35807,342320,271850,2112,18776
1989,05,AR,Arkansas,087,MADISON,05087,4245,10064,70700,53230,740,6191
1989,05,AR,Arkansas,089,MARION,05089,4457,9750,80380,49170,1882,11716
1989,05,AR,Arkansas,091,MILLER,05091,13905,31857,299780,242030,3102,19458
1989,05,AR,Arkansas,093,MISSISSIPPI,05093,21356,51103,427780,335000,4681,22222
1989,05,AR,Arkansas,095,MONROE,05095,4045,9337,67870,46200,624,5988
1989,05,AR,Arkansas,097,MONTGOMERY,05097,2631,5872,41890,27660,769,5064
1989,05,AR,Arkansas,099,NEVADA,05099,3726,8600,65100,50320,838,6222
1989,05,AR,Arkansas,101,NEWTON,05101,2646,6269,39100,29390,414,2985
1989,05,AR,Arkansas,103,OUACHITA,05103,12132,28078,274110,220030,2472,17750
1989,05,AR,Arkansas,105,PERRY,05105,2933,6706,55230,42470,414,5463
1989,05,AR,Arkansas,107,PHILLIPS,05107,9398,22850,158940,118900,2266,12106
1989,05,AR,Arkansas,109,PIKE,05109,3561,8424,60800,46420,671,6186
1989,05,AR,Arkansas,111,POINSETT,05111,9279,21219,177790,127330,2212,11767
1989,05,AR,Arkansas,113,POLK,05113,6347,14530,103540,72300,1750,9902
1989,05,AR,Arkansas,115,POPE,05115,17171,39387,390690,308240,4237,24608
1989,05,AR,Arkansas,117,PRAIRIE,05117,3540,8032,70770,45070,408,6013
1989,05,AR,Arkansas,119,PULASKI,05119,156777,331017,4248150,3328680,72023,276118
1989,05,AR,Arkansas,121,RANDOLPH,05121,5885,13473,104520,78050,981,8244
1989,05,AR,Arkansas,123,ST. FRANCIS,05123,9777,23841,167460,132900,1752,11076
1989,05,AR,Arkansas,125,SALINE,05125,22031,50310,547710,447830,3234,26677
1989,05,AR,Arkansas,127,SCOTT,05127,3469,7972,63350,42840,398,5860
1989,05,AR,Arkansas,129,SEARCY,05129,2720,6291,39560,27520,377,3856
1989,05,AR,Arkansas,131,SEBASTIAN,05131,41716,90647,1038660,786600,15886,81114
1989,05,AR,Arkansas,133,SEVIER,05133,5051,12022,92270,72380,615,6844
1989,05,AR,Arkansas,135,SHARP,05135,5321,11781,89390,53610,2921,11235
1989,05,AR,Arkansas,137,STONE,05137,3298,7451,50820,34120,514,5322
1989,05,AR,Arkansas,139,UNION,05139,18591,42609,463090,327020,18467,43820
1989,05,AR,Arkansas,141,VAN BUREN,05141,5060,11076,88670,52220,2837,10613
1989,05,AR,Arkansas,143,WASHINGTON,05143,46139,99662,1069320,813850,19037,79680
1989,05,AR,Arkansas,145,WHITE,05145,20169,46427,406740,323570,4270,28002
1989,05,AR,Arkansas,147,WOODRUFF,05147,3474,7923,54890,41140,811,5102
1989,05,AR,Arkansas,149,YELL,05149,7057,15844,131710,98530,734,9196
1989,06,CA,California,001,ALAMEDA,06001,556275,1082869,18452310,14360870,381554,1185604
1989,06,CA,California,003,ALPINE,06003,416,786,10490,7000,458,1335
1989,06,CA,California,005,AMADOR,06005,11375,23720,320910,197230,8648,34206
1989,06,CA,California,007,BUTTE,06007,68395,140159,1613070,1062940,40051,161053
1989,06,CA,California,009,CALAVERAS,06009,12621,27010,337900,208450,8834,34496
1989,06,CA,California,011,COLUSA,06011,6869,18217,159150,101650,3871,15770
1989,06,CA,California,013,CONTRA COSTA,06013,354249,727579,14273170,10646100,354140,994106
1989,06,CA,California,015,DEL NORTE,06015,7630,17095,178030,125150,2184,15492
1989,06,CA,California,017,EL DORADO,06017,52565,113812,1608050,1138700,26545,119492
1989,06,CA,California,019,FRESNO,06019,250026,587917,6279870,4686230,115073,449144
1989,06,CA,California,021,GLENN,06021,9551,23164,207390,140460,4532,18384
1989,06,CA,California,023,HUMBOLDT,06023,46994,95873,1163010,799730,22788,105612
1989,06,CA,California,025,IMPERIAL,06025,53216,162318,980150,764020,7058,44146
1989,06,CA,California,027,INYO,06027,7974,16446,215610,140770,6620,23632
1989,06,CA,California,029,KERN,06029,197920,477725,5252790,4137760,72545,301531
1989,06,CA,California,031,KINGS,06031,33417,86030,761780,601890,7412,45230
1989,06,CA,California,033,LAKE,06033,18443,38997,431500,266700,9427,52263
1989,06,CA,California,035,LASSEN,06035,8874,20379,217160,164680,2363,14932
1989,06,CA,California,037,LOS ANGELES,06037,3492768,7545079,115934870,86898760,2170285,8920521
1989,06,CA,California,039,MADERA,06039,32386,83987,762840,551770,10731,59306
1989,06,CA,California,041,MARIN,06041,112508,201354,5240100,3259280,248508,528006
1989,06,CA,California,043,MARIPOSA,06043,5760,11606,136070,86850,2837,14099
1989,06,CA,California,045,MENDOCINO,06045,32879,70768,829370,534640,20353,83302
1989,06,CA,California,047,MERCED,06047,64270,161251,1468700,1117850,17334,97321
1989,06,CA,California,049,MODOC,06049,3248,7158,70800,47970,1283,7727
1989,06,CA,California,051,MONO,06051,4419,8687,117380,83330,2437,8178
1989,06,CA,California,053,MONTEREY,06053,146071,344866,4148410,2828490,139300,386207
1989,06,CA,California,055,NAPA,06055,47920,101101,1598160,1044170,47858,148239
1989,06,CA,California,057,NEVADA,06057,31831,66265,947010,542880,35049,106405
1989,06,CA,California,059,ORANGE,06059,1056777,2225078,39617800,29910790,743750,2761432
1989,06,CA,California,061,PLACER,06061,73755,158813,2509650,1776040,42955,174387
1989,06,CA,California,063,PLUMAS,06063,8097,17414,209500,134600,7414,20326
1989,06,CA,California,065,RIVERSIDE,06065,431437,1011255,12955540,9316450,244961,1079219
1989,06,CA,California,067,SACRAMENTO,06067,431677,863562,12763510,9810730,198663,757024
1989,06,CA,California,069,SAN BENITO,06069,14480,35923,413600,304070,6652,33299
1989,06,CA,California,071,SAN BERNARDIN,06071,510007,1195127,14962350,12056250,129504,711806
1989,06,CA,California,073,SAN DIEGO,06073,1066409,2211294,32759070,23618090,810789,2625129
1989,06,CA,California,075,SAN FRANCISCO,06075,366800,598513,11683020,8038570,475354,1236966
1989,06,CA,California,077,SAN JOAQUIN,06077,174903,394259,4856320,3698070,82343,337554
1989,06,CA,California,079,SAN LUIS OBIS,06079,86755,176632,2524510,1585690,71818,265137
1989,06,CA,California,081,SAN MATEO,06081,302227,583156,12570260,8729500,431272,1145672
1989,06,CA,California,083,SANTA BARBARA,06083,156607,327383,5056680,3273140,216404,573577
1989,06,CA,California,085,SANTA CLARA,06085,681925,1366280,26278090,20845920,489477,1503955
1989,06,CA,California,087,SANTA CRUZ,06087,104613,222920,3105950,2209160,82040,252525
1989,06,CA,California,089,SHASTA,06089,56624,121434,1467870,1032460,27837,121389
1989,06,CA,California,091,SIERRA,06091,1281,2804,32710,23460,667,2551
1989,06,CA,California,093,SISKIYOU,06093,17208,37283,384720,253080,9432,41426
1989,06,CA,California,095,SOLANO,06095,135311,304090,4245120,3440490,38835,189474
1989,06,CA,California,097,SONOMA,06097,171875,348784,5461500,3689640,155712,502639
1989,06,CA,California,099,STANISLAUS,06099,142591,329558,3897930,2908170,58722,268359
1989,06,CA,California,101,SUTTER,06101,24578,57086,625020,448410,11150,51089
1989,06,CA,California,103,TEHAMA,06103,16376,36892,360310,252460,7452,34614
1989,06,CA,California,105,TRINITY,06105,4676,10191,107520,69830,2218,10031
1989,06,CA,California,107,TULARE,06107,109412,283671,2442190,1825050,40068,183983
1989,06,CA,California,109,TUOLUMNE,06109,18633,39064,502910,311560,11896,52843
1989,06,CA,California,111,VENTURA,06111,273804,622025,9254170,7111600,147404,575555
1989,06,CA,California,113,YOLO,06113,55970,117199,1592750,1179370,33047,110842
1989,06,CA,California,115,YUBA,06115,19942,46262,417530,327130,7742,25408
1989,08,CO,Colorado,001,ADAMS,08001,110017,237919,2749380,2381850,21940,102167
1989,08,CO,Colorado,003,ALAMOSA,08003,4574,10630,94690,71600,1460,6210
1989,08,CO,Colorado,005,ARAPAHOE,08005,178215,375283,6336730,5004530,133971,379594
1989,08,CO,Colorado,007,ARCHULETA,08007,1986,4483,38580,23100,1340,4634
1989,08,CO,Colorado,009,BACA,08009,1774,4034,30320,15120,527,5312
1989,08,CO,Colorado,011,BENT,08011,1751,3984,33350,23150,419,3628
1989,08,CO,Colorado,013,BOULDER,08013,103931,203865,3281260,2521460,86755,221267
1989,08,CO,Colorado,015,CHAFFEE,08015,5000,10869,102120,65220,2429,11730
1989,08,CO,Colorado,017,CHEYENNE,08017,951,2236,21730,11490,354,3098
1989,08,CO,Colorado,019,CLEAR CREEK,08019,2405,4965,61420,50940,1161,3381
1989,08,CO,Colorado,021,CONEJOS,08021,2439,6431,34470,27350,337,2233
1989,08,CO,Colorado,023,COSTILLA,08023,1053,2512,17610,11480,257,1035
1989,08,CO,Colorado,025,CROWLEY,08025,1019,2345,17860,11490,374,2427
1989,08,CO,Colorado,027,CUSTER,08027,742,1645,15370,9060,826,1857
1989,08,CO,Colorado,029,DELTA,08029,7834,17635,147950,91610,3898,20186
1989,08,CO,Colorado,031,DENVER,08031,221684,407159,6094790,4366040,201808,607459
1989,08,CO,Colorado,033,DOLORES,08033,609,1445,12300,7810,109,1241
1989,08,CO,Colorado,035,DOUGLAS,08035,21912,52034,976470,792590,18284,47392
1989,08,CO,Colorado,037,EAGLE,08037,10408,19309,308650,212070,8157,19211
1989,08,CO,Colorado,039,ELBERT,08039,3446,8359,102670,85090,980,5616
1989,08,CO,Colorado,041,EL PASO,08041,170919,366996,4519100,3532590,90772,283884
1989,08,CO,Colorado,043,FREMONT,08043,11541,25063,232260,164280,4171,24670
1989,08,CO,Colorado,045,GARFIELD,08045,12710,27373,325960,237730,6818,24920
1989,08,CO,Colorado,047,GILPIN,08047,1030,1984,26530,22290,562,1705
1989,08,CO,Colorado,049,GRAND,08049,3794,7514,89290,64300,2038,7792
1989,08,CO,Colorado,051,GUNNISON,08051,4207,8067,84760,57210,2033,8083
1989,08,CO,Colorado,053,HINSDALE,08053,205,396,3970,1990,234,818
1989,08,CO,Colorado,055,HUERFANO,08055,2048,4438,32330,21070,963,4716
1989,08,CO,Colorado,057,JACKSON,08057,656,1516,13370,9220,408,1567
1989,08,CO,Colorado,059,JEFFERSON,08059,199070,413510,6451460,5235380,116152,360111
1989,08,CO,Colorado,061,KIOWA,08061,729,1692,17200,7880,193,2180
1989,08,CO,Colorado,063,KIT CARSON,08063,3202,7277,71120,36170,1142,9881
1989,08,CO,Colorado,065,LAKE,08065,2602,5528,53490,43410,874,3492
1989,08,CO,Colorado,067,LA PLATA,08067,13066,27121,296070,205870,8583,29192
1989,08,CO,Colorado,069,LARIMER,08069,78248,164239,2118470,1650110,47753,144997
1989,08,CO,Colorado,071,LAS ANIMAS,08071,4848,10707,87430,63070,1290,10298
1989,08,CO,Colorado,073,LINCOLN,08073,1946,4192,34640,21710,794,5110
1989,08,CO,Colorado,075,LOGAN,08075,7346,16284,159940,106240,2793,16900
1989,08,CO,Colorado,077,MESA,08077,36965,80127,867900,635640,18963,76027
1989,08,CO,Colorado,079,MINERAL,08079,259,496,5130,3260,274,903
1989,08,CO,Colorado,081,MOFFAT,08081,4407,10797,114650,97710,1046,6121
1989,08,CO,Colorado,083,MONTEZUMA,08083,6949,16270,140740,104540,2659,13177
1989,08,CO,Colorado,085,MONTROSE,08085,9903,22122,203960,145280,4012,21136
1989,08,CO,Colorado,087,MORGAN,08087,8952,21386,177930,128920,3387,19479
1989,08,CO,Colorado,089,OTERO,08089,7560,17370,148460,106860,2622,14296
1989,08,CO,Colorado,091,OURAY,08091,951,1983,20760,10800,1053,3084
1989,08,CO,Colorado,093,PARK,08093,2912,6602,80930,64080,1096,4769
1989,08,CO,Colorado,095,PHILLIPS,08095,1893,4193,44450,19600,771,6977
1989,08,CO,Colorado,097,PITKIN,08097,6672,10487,291780,139050,15963,39327
1989,08,CO,Colorado,099,PROWERS,08099,5095,12110,101380,70140,1280,9903
1989,08,CO,Colorado,101,PUEBLO,08101,48818,103464,1067600,780960,17856,86696
1989,08,CO,Colorado,103,RIO BLANCO,08103,2288,5492,58590,46860,824,3917
1989,08,CO,Colorado,105,RIO GRANDE,08105,4175,9865,90030,56920,1661,8164
1989,08,CO,Colorado,107,ROUTT,08107,6398,12464,175770,124710,4749,13885
1989,08,CO,Colorado,109,SAGUACHE,08109,1588,3911,27840,18970,492,2199
1989,08,CO,Colorado,111,SAN JUAN,08111,343,779,7200,6250,52,320
1989,08,CO,Colorado,113,SAN MIGUEL,08113,1735,3165,41750,25610,1527,3739
1989,08,CO,Colorado,115,SEDGWICK,08115,1202,2586,23080,13010,395,3813
1989,08,CO,Colorado,117,SUMMIT,08117,7232,12020,177300,138870,4325,9704
1989,08,CO,Colorado,119,TELLER,08119,5182,11685,143960,108190,2799,7858
1989,08,CO,Colorado,121,WASHINGTON,08121,1961,4297,39010,19640,550,6135
1989,08,CO,Colorado,123,WELD,08123,50772,115495,1197200,942830,22232,81466
1989,08,CO,Colorado,125,YUMA,08125,3757,8530,75360,40130,1129,10534
1989,09,CT,Connecticut,001,FAIRFIELD,09001,405491,769944,19778660,14378260,722170,1687758
1989,09,CT,Connecticut,003,HARTFORD,09003,420054,789156,14744220,11543050,378178,1105826
1989,09,CT,Connecticut,005,LITCHFIELD,09005,84746,166584,2985560,2223830,97186,246387
1989,09,CT,Connecticut,007,MIDDLESEX,09007,71623,136643,2488180,1978740,55091,175521
1989,09,CT,Connecticut,009,NEW HAVEN,09009,379951,720985,12374840,9795710,296414,934989
1989,09,CT,Connecticut,011,NEW LONDON,09011,118122,234644,3687290,2932800,86075,253529
1989,09,CT,Connecticut,013,TOLLAND,09013,57974,116676,2027820,1683990,27864,112013
1989,09,CT,Connecticut,015,WINDHAM,09015,45565,93123,1299130,1046710,18785,78932
1989,10,DE,Delaware,001,KENT,10001,48600,103078,1225860,965720,17910,63157
1989,10,DE,Delaware,003,NEW CASTLE,10003,205299,410324,7017850,5473710,274476,428886
1989,10,DE,Delaware,005,SUSSEX,10005,54267,110017,1323990,922000,31892,109327
1989,12,FL,Florida,001,ALACHUA,12001,73017,144060,1873370,1442370,44184,137042
1989,12,FL,Florida,003,BAKER,12003,6188,15235,143080,123000,576,6426
1989,12,FL,Florida,005,BAY,12005,53097,112486,1236740,918250,20884,89553
1989,12,FL,Florida,007,BRADFORD,12007,7607,17394,164480,131630,1315,9316
1989,12,FL,Florida,009,BREVARD,12009,181500,362745,5059980,3679380,133746,413796
1989,12,FL,Florida,011,BROWARD,12011,568351,1067784,17259950,11196670,825135,2615537
1989,12,FL,Florida,013,CALHOUN,12013,3254,7447,61510,46460,562,4526
1989,12,FL,Florida,015,CHARLOTTE,12015,48155,93002,1284930,581550,74649,231077
1989,12,FL,Florida,017,CITRUS,12017,38267,76843,871690,449990,37097,147434
1989,12,FL,Florida,019,CLAY,12019,43326,98334,1229440,989750,15462,58275
1989,12,FL,Florida,021,COLLIER,12021,73836,147282,3115680,1267680,303304,639362
